STYX	ENST00000354586
LINC01531	ENST00000536898
RP11-320P11.1	ENST00000366454
AC005077.7	ENST00000449786
PRELID3BP5	ENST00000508612
RBM15	ENST00000369784
LINC01277	ENST00000419957
RP11-65E10.1	ENST00000620045
RP4-562J12.1	ENST00000445747
ABCC6	ENST00000205557
KIAA1468	ENST00000256858
RP11-296A16.1	ENST00000417761
CHL1	ENST00000256509
NTHL1	ENST00000219066
MUC21	ENST00000376296
MIR1587	ENST00000583319
RP11-251P6.1	ENST00000435253
KRT126P	ENST00000549467
RNU6-332P	ENST00000391193
MTND2P8	ENST00000450555
SERPINA15P	ENST00000529287
GZMK	ENST00000231009
PGAM1P12	ENST00000505622
NUTF2P4	ENST00000458353
YY1AP1	ENST00000368339
HNRNPA3P8	ENST00000474219
SNORD114-12	ENST00000365400
F7	ENST00000375581
MIS18A	ENST00000290130
AC007948.1	ENST00000581632
GRAP	ENST00000284154
RFPL4AP7	ENST00000520120
PDGFD	ENST00000393158
MOCS1	ENST00000340692
LINC00996	ENST00000477392
AC005017.2	ENST00000482002
RP11-449H3.3	ENST00000506502
ZNF324	ENST00000196482
SNTG1	ENST00000518864
RP5-1112D6.7	ENST00000607386
RP11-280K24.6	ENST00000556114
RP11-358H18.3	ENST00000524479
NELFE	ENST00000375425
SRRM1P3	ENST00000426911
RP11-218M11.6	ENST00000582125
GJE1	ENST00000450456
RP11-1085N6.1	ENST00000471982
RP11-285G1.2	ENST00000436877
FCGR2B	ENST00000358671
RGS1	ENST00000367459
DNM1P47	ENST00000561463
PRSS37	ENST00000350549
OSBPL9P5	ENST00000542581
RP11-478H13.1	ENST00000456082
RP11-463J7.2	ENST00000413356
CTB-151G24.2	ENST00000623712
NOC2LP2	ENST00000407594
RP4-800M22.1	ENST00000414059
RP4-616B8.6	ENST00000615559
RP11-715F10.6	ENST00000637936
RP11-326A19.4	ENST00000565938
HS3ST3B1	ENST00000360954
FAM74A3	ENST00000620271
OR4A16	ENST00000314721
OR7E11P	ENST00000532901
RN7SL357P	ENST00000581065
SRRM1P2	ENST00000464531
CPSF2	ENST00000298875
UBE2V1P12	ENST00000503954
CXCL1	ENST00000395761
MIR1468	ENST00000410600
RP3-473B4.3	ENST00000441841
PCDHA13	ENST00000289272
RPS11P7	ENST00000442125
EEF1A1P6	ENST00000434005
HOXC-AS2	ENST00000604081
CTC-510F12.6	ENST00000586051
GZMA	ENST00000274306
THEMIS	ENST00000630369
RP11-122F24.1	ENST00000512838
OR11H13P	ENST00000359695
RPS27AP10	ENST00000496103
ZNF736P1Y	ENST00000440402
RNU4ATAC	ENST00000580972
KRTAP4-1	ENST00000398472
HIST1H4K	ENST00000611927
CTC-228N24.2	ENST00000507509
RP11-267M23.5	ENST00000521633
IGLV2-18	ENST00000390310
LPAR1	ENST00000358883
PIEZO1P1	ENST00000485427
IL9	ENST00000274520
RANP2	ENST00000456833
RP3-405J10.2	ENST00000548666
RP11-238K6.2	ENST00000519652
RNA5SP492	ENST00000411330
MIR7848	ENST00000617402
PMS2CL	ENST00000486256
KCTD9P5	ENST00000504141
RP4-614C10.5	ENST00000635891
URB1-AS1	ENST00000534991
RNA5SP248	ENST00000365602
RPL17P49	ENST00000443728
KRT8P39	ENST00000396270
U2AF2	ENST00000308924
MIR3920	ENST00000581751
RPL13	ENST00000311528
RP11-264L1.3	ENST00000568764
RP11-274B18.4	ENST00000413269
RP11-344B2.3	ENST00000581134
FKBP1C	ENST00000370659
PYURF	ENST00000273968
CEACAM6	ENST00000199764
AC018742.1	ENST00000435682
CKMT1B	ENST00000300283
MPST	ENST00000429360
AC009133.24	ENST00000562594
IGSF21	ENST00000251296
AHCTF1	ENST00000366508
RNA5SP48	ENST00000363969
VASN	ENST00000304735
RNA5SP229	ENST00000410809
RP11-1134I14.6	ENST00000517826
RP4-583K8.1	ENST00000414598
RNU6-943P	ENST00000516960
MTNR1A	ENST00000307161
ZMYM1	ENST00000359858
RP11-14C22.6	ENST00000416310
CTD-2128A3.2	ENST00000557547
LINC01320	ENST00000453774
AC069542.1	ENST00000624816
TOPAZ1	ENST00000309765
EEF1A1P9	ENST00000514975
ITCH-AS1	ENST00000454205
PSMA6P1	ENST00000400275
MRPS31P5	ENST00000416599
CA12	ENST00000178638
RND1	ENST00000309739
RASIP1	ENST00000222145
PARP2	ENST00000250416
F2	ENST00000311907
MYZAP	ENST00000267853
RP11-619I22.1	ENST00000590850
KLF3P1	ENST00000521506
MIR7156	ENST00000620979
CTD-2140B24.6	ENST00000606110
IFNA21	ENST00000380225
HMGB1P21	ENST00000502313
CRLF1	ENST00000392386
LMLN-AS1	ENST00000423460
OR9N1P	ENST00000494289
CTD-2376I4.2	ENST00000606587
EIF4EBP1P1	ENST00000557776
AC008132.15	ENST00000342888
SLC39A4	ENST00000301305
RFXANK	ENST00000303088
RP1-40E16.2	ENST00000433761
GSE1	ENST00000253458
ANP32C	ENST00000512835
CTD-2196E14.5	ENST00000566143
HELLPAR	ENST00000626826
RP5-933B4.1	ENST00000437080
RP11-285M22.3	ENST00000582507
AC004988.1	ENST00000415237
RPS27	ENST00000368567
DEFT1P2	ENST00000453669
LINC01398	ENST00000634819
SNRPGP13	ENST00000442212
TRAJ14	ENST00000390523
CTC-523E23.5	ENST00000601776
KRT17P6	ENST00000453795
RN7SL690P	ENST00000582087
KBTBD3	ENST00000526793
ANKRD36P1	ENST00000344424
C5orf64	ENST00000505642
DUSP19	ENST00000354221
ITGB2-AS1	ENST00000441379
RP5-1121E10.2	ENST00000471553
AC008940.1	ENST00000438117
KLKB1	ENST00000511608
ZEB1-AS1	ENST00000607166
HCG4B	ENST00000450128
GEMIN4	ENST00000319004
NIP7P1	ENST00000433227
RP1-95L4.2	ENST00000404020
FGF7P1	ENST00000582820
CRAT37	ENST00000554333
AC079776.2	ENST00000433290
RP5-854E16.2	ENST00000445194
RPS6P12	ENST00000432491
PRKG1-AS1	ENST00000426785
IGHV3-23	ENST00000390609
RNA5SP415	ENST00000517246
SAMD11	ENST00000622503
RP11-347H15.2	ENST00000525487
SCN3B	ENST00000299333
GTF3C2	ENST00000264720
RP5-872K7.8	ENST00000636173
FBXL13	ENST00000313221
RP11-481C4.1	ENST00000509833
RP5-1068B5.5	ENST00000434311
MIR9-1	ENST00000385198
HNRNPA0	ENST00000314940
CCDC144NL	ENST00000327925
MTND2P20	ENST00000440805
RP11-130F10.1	ENST00000507023
VTI1BP3	ENST00000550220
FRMPD1	ENST00000377765
MIR1184-1	ENST00000408606
RP1-272E8.1	ENST00000418200
TMEM26-AS1	ENST00000389640
RP11-378A13.1	ENST00000562328
SRR	ENST00000344595
CT62	ENST00000449977
ZNF880	ENST00000422689
AC007326.1	ENST00000623496
RP11-822E23.6	ENST00000536958
CH507-254M2.1	ENST00000623095
CTB-96E2.10	ENST00000613598
RP11-68I3.7	ENST00000584986
MIA2	ENST00000280082
CRIP1P2	ENST00000425396
RP11-1110F20.1	ENST00000623261
CSNK1A1	ENST00000515768
MTND4P35	ENST00000604257
HMGB3P22	ENST00000442010
MRPS18CP4	ENST00000535821
RNA5SP145	ENST00000363124
CFAP161	ENST00000286732
OR4A11P	ENST00000529557
LINC00592	ENST00000549830
FAM90A13P	ENST00000534703
AC000041.8	ENST00000439655
KB-1433G4.1	ENST00000617737
AC003682.17	ENST00000598702
CYP8B1	ENST00000316161
GALK2	ENST00000560031
RP11-200K12.2	ENST00000623293
TXNP4	ENST00000575018
CTD-2011F17.2	ENST00000529298
RP4-613A2.1	ENST00000417605
CTA-407F11.8	ENST00000412773
ATP2B2-IT1	ENST00000440152
RP11-228M15.1	ENST00000619355
AC129778.2	ENST00000621140
RNU6-1230P	ENST00000384393
HIST1H2AH	ENST00000377459
OFD1P6Y	ENST00000451061
CTD-2270L9.4	ENST00000570080
TMEM151B	ENST00000451188
OPA3	ENST00000323060
SCYL2	ENST00000635101
PPARGC1A	ENST00000264867
RN7SL614P	ENST00000461850
RP11-358D17.1	ENST00000509945
HMGN2P15	ENST00000585707
ORC1	ENST00000371566
KB-1991G8.1	ENST00000519566
SSU72P4	ENST00000530088
RNU6-1045P	ENST00000516321
TMEM86A	ENST00000280734
RP11-67M9.1	ENST00000520075
RNA5SP395	ENST00000516567
RP11-334E6.3	ENST00000530918
NEIL2	ENST00000284503
ATP13A1	ENST00000357324
TMC1	ENST00000297784
RP11-804A23.2	ENST00000539897
EIF4A1P10	ENST00000428832
IGHVII-60-1	ENST00000519079
TRBV18	ENST00000611520
RP4-803J11.2	ENST00000418348
RNU6-587P	ENST00000391282
NPY	ENST00000242152
RP11-255H23.5	ENST00000618383
XAGE3	ENST00000346279
ASS1P6	ENST00000421118
HNRNPA1P52	ENST00000599047
PIDD1	ENST00000347755
RP1-80N2.3	ENST00000563225
USP27X-AS1	ENST00000437322
RP13-279N23.2	ENST00000494072
GNPDA1	ENST00000505689
UBQLN4P1	ENST00000461599
FAM57A	ENST00000308278
CTD-3060P21.1	ENST00000574885
RNU6-262P	ENST00000410317
RP11-421P23.1	ENST00000522604
bP-2168N6.3	ENST00000625098
RP4-616B8.5	ENST00000620080
CTD-2651B20.3	ENST00000559003
MIR302E	ENST00000408776
RP11-1396O13.22	ENST00000509725
MIR6889	ENST00000613185
RP11-326I11.4	ENST00000605270
AC073621.2	ENST00000381380
OR7E1P	ENST00000533891
RP4-597A16.2	ENST00000563570
ASS1P9	ENST00000513426
RN7SKP123	ENST00000410732
RNU4-45P	ENST00000365469
MIR320E	ENST00000390179
HMGN2P3	ENST00000433603
RFC4	ENST00000296273
STMND1	ENST00000536551
TNXA	ENST00000507684
C1orf189	ENST00000368525
TRIM49B	ENST00000332682
RP11-563D10.1	ENST00000454538
RETNLB	ENST00000295755
NAV2-AS1	ENST00000526642
NPM1P50	ENST00000532878
RP4-771M4.2	ENST00000435230
RPL24P4	ENST00000326586
RP11-809N8.4	ENST00000542598
DEFB107A	ENST00000335021
TLR10	ENST00000308973
RP11-160K17.1	ENST00000430032
LYRM4	ENST00000500576
LINC01153	ENST00000429809
RPS12P24	ENST00000412619
LRRC30	ENST00000383467
RP11-1140I5.1	ENST00000554475
RNY1P10	ENST00000363268
SPI1	ENST00000227163
KMO	ENST00000366559
MIR140	ENST00000385282
RP11-1182P23.5	ENST00000623540
RP3-359N14.2	ENST00000423489
AC104699.1	ENST00000352271
ATP5LP4	ENST00000434169
ATG2A	ENST00000377264
OR6C74	ENST00000343870
CTA-243E7.2	ENST00000623239
RP11-989E6.10	ENST00000568752
RPSAP11	ENST00000443010
RN7SKP150	ENST00000410516
SNORA70E	ENST00000384492
RPL30P16	ENST00000419341
SUMO2P16	ENST00000519475
LA16c-380F5.3	ENST00000624488
RP5-891H21.5	ENST00000603887
TRBV6-5	ENST00000390368
AC142472.6	ENST00000612013
AP000344.4	ENST00000454268
SPDYE13P	ENST00000445314
RTKN	ENST00000272430
RP11-126O22.3	ENST00000631601
NAA25	ENST00000261745
INSIG1	ENST00000340368
ANXA5	ENST00000296511
RP11-469H8.6	ENST00000550214
RP11-99H8.1	ENST00000423187
IL10RA	ENST00000227752
PRELID1P1	ENST00000567272
LINC00299	ENST00000442956
RP11-572P18.2	ENST00000447093
RP11-64C1.1	ENST00000492683
ADCYAP1R1	ENST00000409489
C4orf33	ENST00000281146
RP11-495K9.2	ENST00000623821
MEIS1	ENST00000398506
RP11-342A23.1	ENST00000559921
AC005013.5	ENST00000436594
AC012066.1	ENST00000439252
RP11-157E21.2	ENST00000605278
RPL21P126	ENST00000470049
C4BPB	ENST00000243611
PLPP6	ENST00000381883
IGBP1P4	ENST00000503202
HIST1H3B	ENST00000621411
RP11-495P10.9	ENST00000441281
RP11-392B6.1	ENST00000509184
BUD31	ENST00000222969
HLA-DRB5	ENST00000374975
C14orf177	ENST00000325812
RP11-603J24.17	ENST00000548595
RP11-542A14.1	ENST00000517595
RP1-153P14.3	ENST00000445172
AC007250.4	ENST00000454367
RP11-554D14.3	ENST00000549599
RIC1	ENST00000414202
MMP28	ENST00000605424
GAPDHP41	ENST00000613707
ACSBG2	ENST00000586696
SKOR1	ENST00000380035
RNU2-38P	ENST00000410856
RPL26P31	ENST00000463604
OR4P1P	ENST00000530808
BCYRN1	ENST00000418539
RP1-166H1.2	ENST00000536933
AC009166.5	ENST00000570060
TLR6	ENST00000381950
TRAJ12	ENST00000390525
FAM138A	ENST00000417324
MAGEA2	ENST00000595583
TRPV6	ENST00000359396
RNU6-670P	ENST00000364312
RP11-360A9.3	ENST00000637834
PDPK2P	ENST00000382326
HPRT1	ENST00000298556
MTND6P17	ENST00000511811
DOK5	ENST00000262593
PRDX3P1	ENST00000418695
DUSP5	ENST00000369583
RP3-393P12.1	ENST00000439330
SLC4A1APP2	ENST00000424054
HOXD12	ENST00000406506
RNY3P1	ENST00000365085
MTND2P30	ENST00000456663
MIR138-2	ENST00000384916
RP11-5K23.5	ENST00000419446
RP11-182J23.1	ENST00000561845
ROCK1P1	ENST00000608049
CYP4F25P	ENST00000446871
OR2C3	ENST00000366487
RAB33A	ENST00000257017
RP11-817G13.3	ENST00000622466
FGF9	ENST00000382353
EGFLAM-AS3	ENST00000505267
SPPL2C	ENST00000329196
MTND3P9	ENST00000429526
MIR27A	ENST00000385073
MSTO1	ENST00000245564
RP11-310I24.1	ENST00000549070
DCAF16	ENST00000382247
TTC28-AS1_4	ENST00000619378
MRPL42	ENST00000547098
GCSHP3	ENST00000431120
RN7SL97P	ENST00000486780
AC084290.2	ENST00000434995
SKIV2L	ENST00000375394
RP11-656A15.1	ENST00000498604
GPR107	ENST00000372406
PDSS1P2	ENST00000449397
RP11-16E23.5	ENST00000613686
AC019185.4	ENST00000424628
NF1P3	ENST00000457709
CTD-2001C12.1	ENST00000499025
RP11-182L7.1	ENST00000558699
RP11-182N22.8	ENST00000431804
CAPN10	ENST00000391984
RP1-37J18.1	ENST00000438791
RP1-90J20.2	ENST00000437718
RP11-67C2.2	ENST00000435635
CXorf56	ENST00000536133
RBMXL2	ENST00000306904
SLC25A25	ENST00000373069
PTGER1	ENST00000292513
MAP2K4	ENST00000415385
C20orf202	ENST00000400633
KRT18P50	ENST00000404337
RP11-219H23.1	ENST00000615161
AC005077.5	ENST00000437494
C8orf87	ENST00000521906
RP11-497D6.3	ENST00000436295
RP11-265E18.1	ENST00000608314
SNX31	ENST00000311812
RP11-216B9.6	ENST00000426704
TOPORS-AS1	ENST00000453396
MTND4LP9	ENST00000427694
COMMD4	ENST00000568301
RP11-93G5.1	ENST00000617568
RP11-25L19.1	ENST00000623251
RPL7P9	ENST00000468715
MIR5189	ENST00000577370
RN7SL288P	ENST00000490496
RP1-34P24.3	ENST00000623446
RP11-223J6.1	ENST00000603413
TPMTP2	ENST00000414372
RP11-882I15.1	ENST00000528836
GS1-115G20.1	ENST00000414377
RPS3AP17	ENST00000472594
UBE2G2	ENST00000345496
RNU6-422P	ENST00000384632
RP5-851M4.1	ENST00000610918
AC108059.2	ENST00000434626
RNU11-4P	ENST00000391149
GPC6-AS2	ENST00000445540
VIL1	ENST00000248444
CD81	ENST00000381036
CYP2A7	ENST00000301146
FCF1P5	ENST00000406490
RP11-28G8.1	ENST00000570335
RP11-424I19.1	ENST00000560938
SH2D3A	ENST00000245908
RP11-319G9.5	ENST00000561938
RP11-109F19.1	ENST00000621243
RP11-1101K5.1	ENST00000521753
SPATA4	ENST00000280191
SPOCK1	ENST00000394945
GAL	ENST00000265643
SCGB2A1	ENST00000244930
MST1L	ENST00000624762
AL157359.3	ENST00000449840
TOB2P1	ENST00000469761
CH17-262O2.2	ENST00000525886
MCHR2-AS1	ENST00000452482
CTD-2186M15.1	ENST00000477507
PKP4	ENST00000628904
SSSCA1	ENST00000309328
RP11-35L17.3	ENST00000430542
RP11-274B21.9	ENST00000605007
LINC00239	ENST00000556973
RP11-136H13.2	ENST00000502347
RARRES2P1	ENST00000474487
ANO5	ENST00000324559
TLE4	ENST00000376537
RP3-495K2.2	ENST00000419800
MYO7B	ENST00000409816
RNU2-34P	ENST00000516534
AC093381.2	ENST00000434559
KRT18P35	ENST00000510488
DFFBP1	ENST00000433250
FCHSD2	ENST00000409314
AC013791.1	ENST00000616619
RP11-453N18.1	ENST00000508335
NR1H5P	ENST00000452683
RAB11FIP1	ENST00000330843
PPIP5K1	ENST00000396923
RP11-556I13.1	ENST00000624211
RNU2-61P	ENST00000411069
RP11-10E18.7	ENST00000622881
RP11-481J2.2	ENST00000567448
RPS4XP5	ENST00000449995
RP11-589M4.1	ENST00000555969
PAPLN	ENST00000554301
RP11-450H5.3	ENST00000485059
TOP3A	ENST00000321105
DCDC2C	ENST00000399143
RNU2-31P	ENST00000516954
MIR6874	ENST00000635894
MIR99A	ENST00000384906
RP3-405J10.3	ENST00000552061
LA16c-395F10.1	ENST00000415176
RP11-137L10.5	ENST00000450370
UXT	ENST00000335890
BEST1	ENST00000449131
AC195454.1	ENST00000510551
PPP2R2C	ENST00000335585
RP11-909N17.2	ENST00000523002
BAHCC1	ENST00000584436
RP11-540H22.2	ENST00000430534
BHLHA9	ENST00000391429
TCAM1P	ENST00000478379
TNFSF15	ENST00000374045
RP11-661A12.12	ENST00000524808
RP11-351I21.11	ENST00000602981
SNORD114-18	ENST00000365272
USP17L19	ENST00000615989
RP11-864G5.7	ENST00000603702
RP11-593F5.1	ENST00000504389
DDIT4	ENST00000307365
IKBKAP	ENST00000374647
RP5-1170D6.1	ENST00000403700
ZNF37BP	ENST00000452075
RP11-448N11.2	ENST00000405686
RP4-814D15.1	ENST00000451057
RN7SL504P	ENST00000494496
RP3-388N15.2	ENST00000636677
AQP12A	ENST00000429564
PAX1	ENST00000398485
PTP4A1P4	ENST00000512479
CLEC2L	ENST00000422142
EFNA3	ENST00000368408
CD300LD	ENST00000375352
RP3-446N13.1	ENST00000545642
RBM12B	ENST00000399300
RGS6	ENST00000434263
RP11-386G11.11	ENST00000611325
RN7SL311P	ENST00000579858
NAB2	ENST00000300131
AC005550.3	ENST00000451240
RP11-698N11.2	ENST00000525363
C6orf106	ENST00000374023
NLRP3	ENST00000336119
RP11-182J1.12	ENST00000560239
RP11-457D2.3	ENST00000442231
CTC-296K1.4	ENST00000591137
SUGP1	ENST00000247001
DNAJC4	ENST00000321460
RNA5SP186	ENST00000517024
RP3-507I15.1	ENST00000399253
DYRK4	ENST00000543431
RP5-894A10.2	ENST00000467537
RNU6-813P	ENST00000384691
CPD	ENST00000225719
SMAD9-IT1	ENST00000437983
RP11-241F15.9	ENST00000416712
PHOSPHO1	ENST00000413580
AC004862.6	ENST00000437763
HIPK1	ENST00000369558
RNU6-1117P	ENST00000384525
IGHD1OR15-1B	ENST00000604838
CARMN	ENST00000602964
RP11-762H8.4	ENST00000558192
RP11-755E23.2	ENST00000623739
OR3A1	ENST00000615105
RP3-497J21.1	ENST00000454907
RP11-527L4.6	ENST00000592842
RP11-497K15.1	ENST00000454946
PRELID1P3	ENST00000450055
RP11-927P21.11	ENST00000606688
FNDC3B	ENST00000336824
RP1-228P16.1	ENST00000468202
CENPQ	ENST00000335783
FTX_1	ENST00000612917
RNU6-899P	ENST00000363947
RP11-388M20.6	ENST00000564743
RPS4XP19	ENST00000460237
PFN2	ENST00000423691
VOPP1	ENST00000285279
RNU6-246P	ENST00000384702
PIBF1	ENST00000326291
CTB-186G2.4	ENST00000585999
AC062017.1	ENST00000413029
ZNFX1-AS1_1	ENST00000615787
RP11-5P18.11	ENST00000613591
SDF2	ENST00000247020
SSTR5-AS1	ENST00000569832
GPHB5	ENST00000314140
RP11-119D18.1	ENST00000474711
MIR518A1	ENST00000385068
LINC01031	ENST00000420807
SEMA6B	ENST00000586582
LINC01075	ENST00000455977
AC005523.2	ENST00000601192
SMYD3	ENST00000490107
OR10J9P	ENST00000511932
MIR548H5	ENST00000580314
FTH1P4	ENST00000480365
RP11-291B21.2	ENST00000544591
RP11-592N21.1	ENST00000498103
RPSAP10	ENST00000426103
RP11-317B7.3	ENST00000502636
RARRES3	ENST00000255688
CCZ1	ENST00000325974
LTB4R	ENST00000345363
CCT7P1	ENST00000406551
RPE	ENST00000359429
GPX7	ENST00000361314
GPR37L1	ENST00000367282
VDAC2P3	ENST00000430995
OR2L6P	ENST00000416377
CTB-187M2.2	ENST00000579897
RP11-770E5.2	ENST00000518620
SDK1	ENST00000404826
SLC6A13	ENST00000343164
AC005307.3	ENST00000636857
RP11-974F13.5	ENST00000514492
NPB	ENST00000573081
SLC5A8	ENST00000536262
COX6CP4	ENST00000605798
RP11-488I20.9	ENST00000562945
CTD-2331C18.5	ENST00000537594
RP13-122B23.8	ENST00000566954
CTD-2230M5.3	ENST00000603089
ZNF614	ENST00000270649
VDAC2P4	ENST00000452925
NDUFB4P3	ENST00000418418
FEM1AP1	ENST00000431297
CA3-AS1	ENST00000521761
FAM220A	ENST00000313324
RP11-781A6.1	ENST00000549993
CSNK1E	ENST00000359867
RNU4-27P	ENST00000410889
USF1P1	ENST00000451645
RP11-98J9.3	ENST00000525381
RP11-382N13.3	ENST00000564888
OR52K2	ENST00000325719
RP11-1348G14.8	ENST00000614819
SLC36A3	ENST00000377713
LILRB3	ENST00000346401
LAX1	ENST00000442561
RNU7-116P	ENST00000516940
RNY1P7	ENST00000384743
OR4C50P	ENST00000330155
RP11-642M2.1	ENST00000579327
TK1	ENST00000588734
RP11-325K19.1	ENST00000591869
RNU6-539P	ENST00000516665
C19orf81	ENST00000425202
RP11-973H7.5	ENST00000587889
MED15P7	ENST00000435410
CNOT9	ENST00000627282
SH3D19	ENST00000604030
HPX	ENST00000265983
RP11-266K4.14	ENST00000618256
RP11-446H18.1	ENST00000464192
VDAC1P13	ENST00000447826
NDUFAF5	ENST00000378106
RP11-565J7.1	ENST00000416056
RP11-85G20.1	ENST00000469219
RP11-14I17.1	ENST00000515686
HLA-W	ENST00000439514
NCKIPSD	ENST00000294129
RP11-297L17.4	ENST00000565229
LA16c-425C2.1	ENST00000568149
NIPSNAP3B	ENST00000374762
RP11-739P1.2	ENST00000505025
RNA5SP61	ENST00000516453
RP11-524L6.2	ENST00000506543
FAM45BP	ENST00000592932
PSAP	ENST00000394934
TMEM171	ENST00000454765
RNU7-79P	ENST00000516082
SLC2A14	ENST00000539924
RP11-380D23.1	ENST00000503998
TMEM125	ENST00000432792
RP11-496N12.9	ENST00000632561
PIKFYVE	ENST00000264380
C3orf49	ENST00000295896
RP11-713C19.1	ENST00000464002
LINC00930	ENST00000557075
LINC01207	ENST00000507311
AC010974.3	ENST00000450509
SNORD114-3	ENST00000364969
AC124944.5	ENST00000413586
SYNPO2	ENST00000307142
GIGYF2	ENST00000409480
RP11-326K13.3	ENST00000624000
LA16c-431H6.7	ENST00000624137
IL3	ENST00000296870
AC012370.2	ENST00000419244
C1QA	ENST00000374642
RP11-21B23.2	ENST00000566876
RNU6-390P	ENST00000516259
FYTTD1	ENST00000241502
STMN4	ENST00000522908
CTD-2057J6.1	ENST00000503762
SF3B6	ENST00000233468
NF1P9	ENST00000629326
CNTN1	ENST00000347616
TOP1MT	ENST00000329245
CTC-254B4.1	ENST00000505997
RNASEK-C17orf49	ENST00000547302
AP000679.2	ENST00000319763
RNU6-685P	ENST00000517088
RP11-966I7.2	ENST00000535153
PKD2L2	ENST00000508883
TFPT	ENST00000391759
RNF123	ENST00000327697
OTOG	ENST00000399391
OR8Q1P	ENST00000526467
RP11-241J12.3	ENST00000506122
RP11-65M17.1	ENST00000525984
BHLHB9	ENST00000361229
TMEM167A	ENST00000502346
TMEM87A	ENST00000389834
LINC01442	ENST00000618872
FAM131B	ENST00000443739
CTD-3145H4.1	ENST00000523156
PMEPA1	ENST00000341744
LINC01521	ENST00000504184
BMPR1APS2	ENST00000527904
RP11-214F16.8	ENST00000626308
LINC01506	ENST00000432148
RP11-818C3.1	ENST00000508799
SNORD77	ENST00000390977
SNORD77	ENST00000516158
SNORD77	ENST00000391045
SNORD77	ENST00000391112
SNORD77	ENST00000391113
LINC00528	ENST00000600723
RP11-295H24.3	ENST00000560489
MIR4429	ENST00000580105
CTB-14A14.2	ENST00000510294
RP1-292B18.3	ENST00000445833
RP11-266L9.1	ENST00000569988
FMO1	ENST00000354841
IGF2BP1	ENST00000290341
HIST1H2AA	ENST00000297012
RP11-406H21.2	ENST00000608026
AC068137.13	ENST00000429272
MIR4780	ENST00000584268
XKRY	ENST00000624960
TRIM14	ENST00000341469
RIPK3	ENST00000216274
MIR580	ENST00000385023
PEF1	ENST00000373703
RP11-214K3.19	ENST00000602741
RP11-379H18.1	ENST00000605778
MIR6888	ENST00000621977
OR10R1P	ENST00000441524
VN1R7P	ENST00000619242
LINC01362	ENST00000452901
AC009947.5	ENST00000444014
MIR1288	ENST00000408428
FLJ37453	ENST00000317122
RNU6-1057P	ENST00000517162
RP11-114G22.1	ENST00000540895
RNU4-39P	ENST00000362455
LINC01615	ENST00000634877
EEF1A1P36	ENST00000427807
CREBRF	ENST00000296953
TUBB4BP5	ENST00000512282
RP6-14C6.3	ENST00000618033
ZNF773	ENST00000282292
C12orf76	ENST00000309050
DCHS2	ENST00000623607
RP11-1191J2.5	ENST00000609172
FAM90A4P	ENST00000509856
RP11-235G24.3	ENST00000420601
RP11-503P10.1	ENST00000607407
CYP1B1	ENST00000610745
TCOF1	ENST00000377797
MIR432	ENST00000606207
RP11-449H3.2	ENST00000495857
RP11-20F18.1	ENST00000623826
RASA2-IT1	ENST00000507770
PLXNB1	ENST00000296440
INTS6P1	ENST00000504674
RELA	ENST00000406246
KRT9	ENST00000246662
SNRPCP20	ENST00000588011
RP11-874J12.3	ENST00000584060
ESPNL	ENST00000343063
MTRNR2L6	ENST00000604952
RP11-356K22.1	ENST00000616477
RP11-439E19.7	ENST00000442712
H2AFZP3	ENST00000394213
MTND3P23	ENST00000431980
CTD-2555O16.1	ENST00000556556
AC005786.7	ENST00000589360
XX-C283C717.1	ENST00000453835
MIR1273G	ENST00000577677
RPEP5	ENST00000441137
AC068196.1	ENST00000456895
SLC51B	ENST00000334287
RNU6-1124P	ENST00000384169
CSRNP1	ENST00000273153
E2F6P4	ENST00000468625
RP11-298I3.1	ENST00000548322
RP11-374N7.2	ENST00000623164
SERPINA4	ENST00000298841
SEPT8	ENST00000378719
TMEM178A	ENST00000281961
TFAMP1	ENST00000412727
RNU1-78P	ENST00000391248
CTNND2	ENST00000304623
PRSS56	ENST00000449534
RP11-355F16.1	ENST00000604271
PRYP2	ENST00000416652
AC012445.1	ENST00000442831
OR52K3P	ENST00000531655
AC104809.2	ENST00000425110
RN7SL286P	ENST00000616519
EQTN	ENST00000380032
CACNA2D3-AS1	ENST00000471265
RP11-137N23.1	ENST00000537438
RP11-77G23.2	ENST00000413431
TCF7	ENST00000395029
LINC01208	ENST00000434969
MIR4667	ENST00000578933
RNU6-184P	ENST00000516514
RP11-101P17.14	ENST00000605401
COX14	ENST00000317943
GRN	ENST00000053867
CTD-3131K8.2	ENST00000596643
GPR83	ENST00000243673
RPL30P10	ENST00000488148
LSM3	ENST00000306024
TMEM117	ENST00000266534
OR52H1	ENST00000322653
RNU6-349P	ENST00000362402
RNU1-31P	ENST00000363875
RP13-16D10.1	ENST00000624911
MORF4	ENST00000447135
AC005943.6	ENST00000624421
PLEKHA8	ENST00000440706
RECK	ENST00000377966
PGBD4P4	ENST00000509673
LRCH2	ENST00000317135
AL137067.1	ENST00000615933
SLC35E2	ENST00000246421
SCARNA16	ENST00000516595
SCARNA16	ENST00000516520
SCARNA16	ENST00000516956
SCARNA16	ENST00000517114
SCARNA16	ENST00000515981
SCARNA16	ENST00000516133
ZNF852	ENST00000436261
RP11-134N1.2	ENST00000538329
RNA5SP339	ENST00000390987
LINC01359	ENST00000447748
RP5-933K21.3	ENST00000603032
GALK1	ENST00000225614
RNF114	ENST00000244061
